Douceur et calme On y revient avec plaisir Une cuisine simple et constante : galettes et crêpes toujours OK Un service adorable;1
Très bonne crêperie? Arrivés par hasard dans ce restaurant nous sommes très contents de ce moment Le décor s’est sympa typique de l’ambiance bretonne Le service est rapide et discret Les galettes sont bien garnies et très bonnes à un prix raisonnable;1
excellente crêperie  Voilà une adresse qui donne envie d aller manger une bonne crêpe tous les jours C est bon c est simple c est familial et délicieux  Le service est parfait présent et discret à la fois On sent l expérience de professionnels depuis longtemps;1
Des vraies crepes Bretonnes Pas de question - tout est bon Originales crepes salees et sucrees Choix bien suffisant pour tous les gouts;1
Bonnes crêpes Crêperie servant de véritables et excellentes crêpes bretonnes Accueil sympathique Très bon rapport qualite/prix;1
Super Belle et bonne crêperie dans le centre de  Serveuse sympathique La crêperie un peu étroite mais ce n ai qu un détail car les crêpes sont excellente La formule complète à 14€30 et pour être complète ça l est je recommande cette crêperie ;1
Très sympa cette crêperie Trouvée par hasard lors d une ballade dans les ruelles de  cela vaut le détour menu formule 1430 euros très bien et surtout très bon serveuse sympathique n hésitez pas allez y passer un bon moment breton;1
L’accueil est sympathique la salle toute en longueur est joliment décorée;1
Super repas  Très bon repas Des recettes variées et originale Bon service le restaurant est très bien J ai particulièrement apprécier le rapport qualités/prix qui est excellent  On reviendras ;1
Une bonne adresse Fidèle cliente (j y emmène mes amies mes filles mon mari) je suis toujours satisfaite;1
Le menu à un prix plus que correct ne me déçoit jamais: je prends toujours la même chose Je n ai jamais eu le moindre souci avec le service correct et aimableDe plus la carte de fidélité (à réclamer) est très intéressante ce qui ne gâte rien;1
Belle découverte à deux Excellent moment une serveuse au top et un chef cuisinier parfait Amateurs de bonne cuisine et cuisinier amateurs nous aimons ce type de cuisine simple goûteuse et originale On aime et on le dit Bravo encore;1
Belle soirée au Carré des Sens  Soirée entre amis Service impeccable Des plats savoureux et une superbe présentation Sur la terrasse Ambiance estivale Un bonheur ;1
Excellent restaurant Très bon accueil par une jeune femme au top Cuisine excellente avec des produits frais et de la recherche dans les saveurs Service efficace et rapide Les prix sont raisonnables pour la qualité grâce à un menu même le soir ;1
Un délice Très bon restaurant tout est fait maison  Produits de qualité et très bien présentés Il faut impérativement réserver plusieurs jours à l avance Très bons vins au verre seul petit reproche ils auraient pu être un peu plus remplis Service excellent Un des meilleurs restaurants;1
Merveilleux Merveilleux  Repas délicieux accueil parfait et rapport qualité/prix excellent  Le soufflé au grand marnier est un péché  Merci;1
Trés trés bon restaurant mais réservez  De passage à  pour le déjeuner nous avions quelques adresses le Carré des Sens en faisait partie nous avons eu la chance d avoir une table suite à un désistementNous avons fait un excellent repas à un prix correct vu la qualité et la recherche;1
Parfait  Soirée anniversaire Bel accueil et service Menu carte parfait Une cuisine fine inventive et légère Très belle visuellement De superbes saveurs Une soirée top ;1
Ne changez rien JB Toujours notre restaurant préféré  On ressort toujours satisfaites après avoir déjeuner au Carré des Sens  Surtout pensez à réserver ;1
Prix raisonnable pour un menu magnifiquement succulent Pour un menu soirée à partir de 36e (mise en bouche entrée plat dessert) et un menu du marché ou du midi aux prix défiants toute concurrence Je ne comprends pas certaines critiques car la dernière fois que j ai mangé aussi bien c était dans un;1
Repas excellent que des bons plats originaux servi avec beaucoup de professionalisme Prix très abordable Merci pour ce bon moment A bientôt;1
parfait  Comme d’habitude  Superbe repas Une cuisine inventive toujours renouvelée Saveurs au top  Service parfait d’Anna toujours souriante ;1
Quelle bonne surprise  Quelle claque ai-je pris  Invité pour dîner dans ce restaurant que je ne connaissais pas je m installe dans cette salle tout en longueur d une convivialité chaleureuse en ce mois de Janvier Accueilli avec un sourire angélique (comme quoi le masque n empêche pas de sourire);1
Une très belle découverte pleine de finesse Repas du jour à 21 euros excellent J ai retrouvé le gâteau de foie de mon enfance une finesse Puis un filet de rouget divin moelleux à souhait avec ses petits légumes Une crème a la vanille super parfumé Nous avons découvert un très bon rosé;1
Superbe restaurant et équipe;1
Superbe restaurant au cœur de  où l’on mange merveilleusement bien Moi qui suis végétarienne j’y ai vraiment trouvé mon bonheur… Et par dessus tout l’équipe est vraiment sympathique et honnête et pour cause… J’ai oublié mon sac à table avant de prendre la route;1
un dîner vraiment parfait Nous avons connu ce restaurant pendant le confinement (à l emporter pour les fêtes) et nous y sommes allés ce vendredi à l occasion de mon anniversaire Que diretout était parfait De l ambiance tranquille et intimiste du lieu au service très accueillant et chaleureux Le timing est;1
Mérite largement sa popularité Menu en 5 plats tout simplement merveilleux Pas de faute de gout service à la hauteur J y reviendrai c est sûr;1
Merci JB et Anna Toujours un plaisir de venir déjeuner au Carré des Sens  On se régale à chaque fois soit par la cuisine de JB soit par l accueil et le service d Anna Merci à vous deux et à la prochaine fois ;1
Très bon restaurant Très bon accueil plats très bons et bien situé au centre ville de  Pensez à réserver à l avance car petit restaurant;1
Le service était parfait et le menu du jour agréablement équilibré dans les saveurs la carte inspire la fraîcheur des produits  les vins au verre et les bouteilles sont choisies avec soin;1
Un régal des papilles A consommer sans modération Excellent rapport qualité prix Accueil soigné et très chaleureux En un mot : SUBLIME ;1
Exquis  Un table au grand Cœur ♥️ Un chef au service de la fraîcheur et des saveurs Une serveuse des plus agréable Excellent moment;1
Très belle découverte  Super restaurent  un peu caché  un délicieuse pour les yeux et les papilles  de très bons plats et de bons vins  a recommander sans hésiter  Accueil parfait ;1
 L une des meilleures tables de  De l accueil sympathique à la composition des assiettes en passant par le rapport qualité-prix (100€ pour 2  vin compris) Carré des sens coche toutes les cases de la table gastronomique à réserver lors d une étape chamberienne Association de saveurs ( foie gras abricot) et;1
Vraiment excellent Le genre de restaurant où vous vous sentez vraiment bien L accueil est sympathique le service juste comme il faut: discret et efficace pas trop lent pas trop pressant… Et une vraie cuisine de chef : originale sans être “m as-tu vu” cuisinée avec talent servie à;1
une très belle adresse  Soirée sur une jolie terrasse discrètement illuminée J’ai pris le menu à 36€ C’était parfait Amuse bouche pour accompagner la coupe de Champagne Fois gras au poivre Timut maison évidemment Lieu noir jus de poissons de roches Dessert comme un citron Très joli visuel de;1
La certitude de passer un moment agréable Un accueil professionnel et souriant suivi d’une cuisine raffinée et juste…une distinction Michelin méritée…un coup de cœur pour les desserts que ce soit la forêt noire revisitée ou comme un abricot …un menu à 36€ hors boissons…ne vous en privez pas…;1
Bonne découverte Nous nous sommes rendu dans ce restaurant pour un anniversaire à deux un Mardi soir Nous avons prit un apéritif suivie de deux menus dégustation;1
Super Accueil sympathique cadre agréable et menus raffinés Cuisine maison produits extra frais Un régal  A découvrir et re-découvrir;1
Quel plaisir de retrouver notre restaurant préféré de  et encore plus après une certaine déception quelques jours plus tôt dans une table étoilée à Macon  il va falloir que le Michelin rende visite au chef  Au niveau culinaire c est le raffinement avec;1
Une table à réservée Moment culinaire hors du temps Après une mise en bouche panacota d asperges et son saumon fumé Lechef nous a régalé du menu plaisir Tartare de gambas bleu Foie gras épicé Filet mignon en croûte Et le soufflet est un final au niveau du repas Merci;1
Adresse incontournable à  Plaisir renouvelé de déguster la cuisine du chef  Les plats proposés sont pleins de saveurs et originaux Les produits sont de qualité bien travaillés et les cuissons sont précises  Les sauces sont délicieuses et les assiettes bien présentées Comme l accueil est agréable;1
  UNE CUISINE DE DOUCEURS Un chef avec des idées et des émotions probablement De belles assiettes avec des goûts singuliers et un ensemble copieux Ne pas hésiter à s asseoir au carré des sens pour développer les vôtres Joli choix de vins Service dans un     moyen     jour Dommage Un bon  ;1
Un bon moment en famille Nous avons passé un très bon moment ce soir les plats étaient très bons de l amuse bouche au dessert le service rapide agréable nous recommandons ce restaurant c était une belle découverte pendant nos vacances;1
Toujours aussi bien Toujours aussi bien Cuisine raffinée avec beaucoup de goût Service parfait Excellent rapport qualité prix À faire et refaire à volonté;1
rOMain73300;1
Un vrai régal ;1
Un étape incontournable à faire absolument car tout est parfait  Du service rapide et efficace à la très grande qualité des plats c’est un vrai sans faute On ne se trompe jamais en venant manger dans ce restaurant Nous recommandons vivement cet établissement ;1
Juste parfait  Un grand merci à l’ensemble de l’équipe du carré des sens : un accueil chaleureux un chef qui s’adapte à mes allergies alimentaires une bonne proposition de vin et un repas juste délicieux  Bref c’était un sans faute et en discutant avec les autres;1
Une très belle découverte Cuisine raffinée avec des produits de saison un service rapide et efficace nous sommes venu par hasard mais nous reviendrons avec plaisir  Vous pouvez y aller les yeux fermés ;1
Toujours parfait Quel plaisir de retrouver notre restaurant préféré de  Et sur une terrasse en bois refaite à neuf des jolies tables avec nappes blanche quelques plantations le cadre est parfait et que dire du service? Toujours avec le sourire et d un conseil au top c est;1
Toujours excellent  Nous avons commandé à emporter nos 3 menus et ce fût que du bonheur comme d habitude on s est régalé que ça soit avec l entrée ou le plat  Ça sera toujours notre restaurant préféré à  ;1
Toujours aussi bien Nous avons commandé 2 menus du jour le 2 février 2021 Le pâté en croûte très bon les plats copieux et délicieux et le dessert aux deux chocolats  un régal pour le yeux et les papilles En temps de pandémie il faut profiter de;1
Fin et excellent Plats raffinés avec une belle recherche de mélange des saveurs un régal pour les papilles vraiment sympa l accueil en plus une adresse à retenir;1
Très belle découverte C est la seule chose que cette pandémie aura eu de positif celle d avoir l occasion de nous faire découvrir des menus à emporter dans des restaurants dans lesquels nous ne sommes jamais allés Le Carré des Sens propose des repas complets à emporter vraiment délicieux Produits;1
Une véritable régal Nous avons découvert le Carré des sens en cette période morose de confinement que ça fait du bien de se régaler en dégustant des plats succulents Bravo merci et bon courage;1
Le Carré des sens : une formule à emporter au top La carte du marché fait vraiment envie Je conseille et recommande Pour avoir commandé La formule du jour je vous confirme que c’est toujours un pur régal Le challenge est encore plus dur car les cuissons doivent être adaptées afin de pour voir réchauffer chez;1
Excellente expérience de vente à emporté en confinement Merci pour cette excellente parenthèse gastronomique dans cette période si morose Le saumon gravlax était divin le Paleron fondant et goûteux et le dessert tout en surprise Je recommande vivement;1
Merci CHEF ayant choisi de faire travailler le restaurant en période de confinement et de fermeture administrative sur fond de covid je peux dire que je n ai absolument pas été déçu du résultat Même sur des plats à emporter JB est toujours au top et la présentation;1
Peut-être le meilleur restaurant de la vallée Parfait Rien de particulier à dire Très bien reçu et servis par deux serveuses très aimables et professionnelles Chaque plat était une merveille L endroit est intimiste Cuisine renouvellée très souvent les menus variant au fil des semaines et des saisons Les prix sont tout à;1
Immanquable pour les gourmets On n est vraiment pas loin d un étoilé Excellents produits belles associations beau visuel service aux petits soins (mais venez tôt une personne en service) Commentaire volontairement court car la seule chose à faire est d y aller de prendre son temps et de savourer;1
Excellent Une vraie cuisine de qualité des cuissons parfaites des sauces savoureuses une présentation soignée Et un excellent soufflé au grand Marnier Merci;1
Incroyablement délicieux En mode touriste sur  durant un week-end des amis nous conseille ce restaurant Amoureux de la cuisine gastronomique nous avons eu notre coup de foudre de l’année  Un menu surprise à la perfections des saveurs incroyables  des sauces parfaites  Un poisson;1
LE top du top à  ;1
Voyage fantastique;1
  Miam  Une très belle table à  On a tous les deux adorés de l entrée au desserts Du frais et bien cuisiné  Bravo aux équipes et au Chef PS : Le Dessert est une tuerie     Comme un citron      Les nantais relous mais gentils   ;1
merveilleuse surprise Finesse et raffinement la carte est réduite à l essentiel du moment et c est un choix assumé et expliqué L équipe est également réduite à sa plus simple expression avec une personne en cuisine et une personne en salle / terrasse La passion pour leur métier est;1
Déjeuner de semaine à 165 euros (entrée et plat) simplement délicieux avec un service gentil et professionnel Savoureux tartare de thonite très bien assaisonné et un émincé de volaille avec petits légumes nouveaux et sauce goûteuse Parfait;1
Une merveille  Allez y les yeux fermés Petit restaurant mais grande cuisine  De la mise en bouche au dessert une explosion de saveurs Chaque plat a un équilibre incroyable chaque goût compte Les produits sont frais et d une qualité parfaite Bref vous ne trouverez pas mieux;1
Toujours au top Une explosion de sa saveurs des produits frais et de très bonne qualité Beaucoup d’innovations Une belle carte de vis Personnel très sympathique A faire et à refaire;1
Une pépite Une adresse comme on les aimes de l’idée dans l’assiette  Des saveurs merveilleuses  Et un super bon rapport qualité prix  Même les glaces sont maison  Je vous recommande les yeux fermés;1
Retour au Carré des Sens Toujours aussi bien L’accueil par la serveuse toujours souriante et agréable  ça donne tout de suite l’ambiance Le repas est toujours aussi bien Que dire d’autreon aime;1
Le meilleur restaurant de ;1
Enorme coup de coeur pour ce restaurant situé près du Carré Curial La cuisine est raffinée les quantités parfaites les assiettes sont belles les vins sélectionnés avec goût et les saveurs sont au rendez-vous Par ailleurs les tarifs sont plus que raisonnables vu la qualité;1
Excellent rapport qualité prix Exquis;1
Excellent rapport qualité prix Service attentionné et chaleureux Plats raffinés gourmands et bien servis Des prix très corrects (menu à 40€) Le restaurant en vaut le détour ;1
Très très bien;1
Déjeuner à trois Un service efficace et soigné la carte est assez complète et les plates sont faits avec soin Un très bon restaurant;1
Bravo le chef Nous avons été là-bas le soir du 14 février avec un menu unique Tout était vraiment exquis Certaines belles découvertes même  La serveuse très rapide et souriante pour servir les plats Le restaurant est un peu petit Sinon encore bravo à Mr le chef;1
A NE RATER SOUS AUCUN PRETEXTE Mérite que l on si arrête la serveuse est très souriante et très sympa accueil agréable et les plats très bons et bonnes qualités  Nous étions en famille2 adultes et 2 ados Les portions sont généreuses leur cave à vin propose un large choix et;1
